title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
® Patterns of avoidance behavior in response to fear of victimization in the Mexican context: a latent class analysis,"Borja S, Storer H, de la Cruz PI, Mark Eddy J",J. Interpers. Violence,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,213,211,2025-09-06T21:14:25.143190
® Redesigning educational countermeasures to increase Virginia drivers' road-sharing safety knowledge,"Proaps AB, Still JD",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,214,212,2025-09-06T21:14:25.143190
"® Surfers as water safety agents in Victoria, Australia [conference abstract #239] - Staley K, Donaldson A, Robertson L, Robertson A<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Synergies between road and rail transport in the development of safe self-driving vehicles",Filip A,Int. J. Transp. Devel. Integr.,2022,https://www.safetylit.org/week/2024/240107.pdf,240107,216,214,2025-09-06T21:14:25.143190
® The relationships between the hope dimensions of agency thinking and pathways thinking with depression and anxiety: a meta-analysis,"Corrigan JA, Schutte NS",Int. J. Appl. Posit. Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,217,215,2025-09-06T21:14:25.143190
® Trajectory modeling of cannabis use over 30 years identifies five unique longitudinal patterns,"Mahar AR, Bancks MP, Sidney S, Reis J, Kinney GL",Sci. Rep.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,218,216,2025-09-06T21:14:25.143190
"® Using machine learning to predict drownings in surf beaches of southwest France [conference abstract #251] - Carayon D, Castelle B, Tellier, Simonnet B, Dehez J<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Using multilevel hidden Markov models to understand driver hazard avoidance during the takeover process in conditionally automated vehicles","Wang M, Parikh R, Jeon M",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,219,217,2025-09-06T21:14:25.143190
® Who are the potential bicyclists? Evidence from the California Millennials Dataset 2015,"Fukushige T, Handy S",Int. J. Sustain. Transp.,2022,https://www.safetylit.org/week/2024/240107.pdf,240107,220,218,2025-09-06T21:14:25.143190
® Adolescent delinquency following co-occurring childhood head injuries and conduct problem symptoms: findings from a UK longitudinal birth cohort,"Carr HR, Hall JE, Brandt VC",Eur. Child Adolesc. Psychiatry,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,221,219,2025-09-06T21:14:25.143190
® Empowering young people with special educational needs to recognize and report child sexual exploitation and abuse: a mixed-methods review,"McMinn LE, Kloess JA, Stephenson Z",Trauma Violence Abuse,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,222,220,2025-09-06T21:14:25.143190
"® Mental health disparities in young adults with arrest history: a survey-based, cross-sectional analysis","Baser O, Rodchenko K, Zeng Y, Endrizal A",Health Justice,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,223,221,2025-09-06T21:14:25.143190
"® The longitudinal effect of peer-nominated popularity on defending behaviors in Chinese adolescents: the moderating role of manipulative traits, desired popularity, and gender","Yang Y, Liang W, Zhang Y, Wang C",J. Youth Adolesc.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,224,222,2025-09-06T21:14:25.143190
® Classification of human driver distraction using 3D convolutional neural networks,"Kwakye K, Aboah A, Seong Y, Yi S",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,226,224,2025-09-06T21:14:25.143190
"® Inclusive Beaches Program, showcasing Albatross Nippers [conference abstract #156] - Simon P, Marshall N<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Interoceptive awareness among the general public in Saudi Arabia: a cross-sectional study - Fallata EO, Bashekah KA, Alqahtani RM, Althagafi SE, Bardesi MH, Adnan AM, Alfaqih MA, Aljifri AM, Aljifri HM. Cureus 2023; 15(12): e49771. Interpersonal and human-automation trust in an underwater mine detection task","Barnhart G, Knocton S, Hunter A, Dithurbide L, Neyedli H",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,229,227,2025-09-06T21:14:25.143190
"® Risk of falls and fractures in individuals with cataract, age-related macular degeneration, or glaucoma - Tsang JY, Wright A, Carr MJ, Dickinson C, Harper RA, Kontopantelis E, van Staa T, Munford L, Blakeman T, Ashcroft DM. JAMA Ophthalmol. 2023; ePub(ePub): ePub. Risk-ATTEND (risk anticipation training to enhance novice driving): pilot evaluation of a risk anticipation training program for teen drivers - Pamarthi J, Hungund A, Wang M, Sayer T, Hallman J, Roberts S, Pradhan AK. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 1251-1256. Roadkill risk model of black bear (Ursus americanus) in Mexico","Zarco-González Z, Monroy-Vilchis O",Environ. Monit. Assess.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,231,229,2025-09-06T21:14:25.143190
® Unlocking safer driving: how answering questions help takeovers in partially automated driving,"Bai X, Feng J",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,233,231,2025-09-06T21:14:25.143190
"® Social Etiologies and Disparities ""The demons made me do it"": when delusions of possession lead to attempted inpatient suicide","Weiss JR, Sharobeam M, Faden J",J. Nerv. Ment. Dis.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,234,232,2025-09-06T21:14:25.143190
"® Family structure, socioeconomic status, and mental health in childhood","Grüning Parache L, Vogel M, Meigen C, Kiess W, Poulain T",Eur. Child Adolesc. Psychiatry,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,236,234,2025-09-06T21:14:25.143190
® Streamlining healthcare delivery for sex-trafficked adolescents,Raj A,Curr. Probl. Pediatr. Adolesc. Health Care,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,237,235,2025-09-06T21:14:25.143190
"® Suicide and Self-Harm ""The demons made me do it"": when delusions of possession lead to attempted inpatient suicide","Weiss JR, Sharobeam M, Faden J",J. Nerv. Ment. Dis.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,238,236,2025-09-06T21:14:25.143190
"® Social anxiety, behavioural activation and depression risk in older men: protection through Men's Shed membership","Clarke JJ, Talbot R, Holmes K, Wild J, Ashley J, McEvoy PM",Health Promot. Int.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,244,242,2025-09-06T21:14:25.143190
"® The self-perceived needs of adolescents with suicidal behaviour: a scoping review - Looijmans M, Van Bergen D, Popma A, van Eijk N, Mérelle S, van Veen S, Hawton K, Gilissen R. Eur. Child Adolesc. Psychiatry 2023; ePub(ePub): ePub. The stress-buffering role of friendships in young people with childhood threat experiences: a preliminary report - König M, Berhe O, Ioannidis K, Orellana S, Davidson E, Kaser M, RAISE Consortium, Moreno-López L, van Harmelen AL. Eur. J. Psychotraumatol. 2023; 14(2): e2281971. The will-to-live among adult workers","Neto J, Neto F",Int. J. Appl. Posit. Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,245,243,2025-09-06T21:14:25.143190
"® Association of blood biomarkers of inflammation with acute concussion in collegiate athletes and military service academy cadets - Meier TB, Huber DL, Goeckner BD, Gill JM, Pasquina P, Broglio SP, McAllister TW, Harezlak J, McCrea MA. Neurology 2024; 102(2): e207991. Associations of prior concussion severity with brain microstructure using mean apparent propagator magnetic resonance imaging","Goeckner BD, Brett BL, Mayer AR, España LY, Banerjee A, Muftuler LT, Meier TB",Hum. Brain Mapp.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,246,244,2025-09-06T21:14:25.143190
"® Follow-up after PICU discharge for patients with acquired brain injury: the role of an abbreviated neuropsychological evaluation and a return-to-school program - Williams CN, Hall TA, Baker VA, Chertow DJ, Vanderlind WM, Bosworth CC, Hartman ME. Pediatr. Crit. Care Med. 2023; 24(10): 807-817. Forensic neuropsychiatric evaluation of a personal injury case","Ciccone JR, Fisher J, Jones JCW",Behav. Sci. Law,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,247,245,2025-09-06T21:14:25.143190
® Post-mortem imaging of brain/spine injuries: the importance of a comprehensive forensic approach,"Azmitia L, Grassi S, Signorelli F, Filograna L, Pascali V, Olivi A, Visocchi M, Oliva A",Acta Neurochir. Suppl.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,248,246,2025-09-06T21:14:25.143190
"® A review of best practices, standards, and approaches for transportation safety data and driver state prediction - Nartey D, Alambeigi H, McDonald AD, Shipp E, Manser M, Christensen S, Lenneman JK, Pulver E. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 1161-1167. A study into the nature and extent of polydrug use in driving recidivism behavior","Tassoni G, Cippitelli M, Scendoni R, Froldi R, Buratti E, Cerioni A, Mietti G, Cingolani M",Traffic Injury Prev.,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,249,247,2025-09-06T21:14:25.143190
® Analyzing driver strategy for scheduled takeovers under the effect of multi-stage takeover request design,"Tan X, Zhang Y",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,250,248,2025-09-06T21:14:25.143190
® Demonstrations of retroreflectivity help road users appreciate retroreflective markings,"King SL, Tyrrell RA",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,252,250,2025-09-06T21:14:25.143190
® Driving in mixed traffic: will increased penetration rates of automated vehicles change driver behaviors?,"Ma Z, Zhang Y",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,253,251,2025-09-06T21:14:25.143190
® Enhance auditory experience by identifying user needs and classifying user types while driving electric vehicles,"Song Y, Lee J, Wang C, Yun MH",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,254,252,2025-09-06T21:14:25.143190
® How drivers perform under different scenarios: ability-related driving style extraction for large-scale dataset,"Zang Y, Wen L, Cai P, Fu D, Mao S, Shi B, Li Y, Lu G",Accid. Anal. Prev.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,255,253,2025-09-06T21:14:25.143190
® Predicting automated vehicle takeover decision during the nighttime,"Liang N, Lim C, Yu D, Prakah-Asante KO, Pitts BJ",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,257,255,2025-09-06T21:14:25.143190
® Step length is a more reliable measurement than walking speed for pedestrian dead-reckoning,"Elyasi F, Manduchi R",IEEE eXplor,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,258,256,2025-09-06T21:14:25.143190
® Understanding overdriving: human factors considerations in heavy vehicle headlight visibility and stopping distance,"Davis SJ, Denga R, Shlanta P, Cades D",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,260,258,2025-09-06T21:14:25.143190
® Walking through a pandemic: how did utilitarian walking change during COVID-19?,"Delclòs-Alió X, Gutiérrez A, Tomàs-Porres J, Vich G, Miravet D",Int. J. Sustain. Transp.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,261,259,2025-09-06T21:14:25.143190
® A comparative content analysis of the news media framing of trans homicide between trans men and trans women in the U.S. from 2016 to 2022,Avalos S,J. Interpers. Violence,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,262,260,2025-09-06T21:14:25.143190
® Adverse childhood experience and problematic social media use among young adults,"Singh S, Mahapatra DM",Int. J. Indian Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,263,261,2025-09-06T21:14:25.143190
® Childhood maltreatment and depressed mood in female college students: a daily diary analysis,"Li C, Wang R, Zhu N, Kong F",Child Abuse Negl.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,265,263,2025-09-06T21:14:25.143190
® Exploring gender differences in mental health: a preliminary investigation on late adolescents,"Majumdar IG, Srivastava M",Int. J. Indian Psychol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,267,265,2025-09-06T21:14:25.143190
"® Gun control agendas in networked digital environment: an intermedia comparison between news outlets, activism media, and ephemeral websites","Li Q, Shao C, Walker S, Kwon KH",Journal. Mass Commun. Q.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,268,266,2025-09-06T21:14:25.143190
"® Intimate partner violence is independently associated with poor utilization of antenatal care in Arba Minch town, southern Ethiopia: a cross-sectional study","Deresa Dinagde D, Tesema KF, Wolde F, Heyi GW, Feyisa GT, Walle AD",PLOS Glob. Public Health,2024,https://www.safetylit.org/week/2024/240107.pdf,240107,269,267,2025-09-06T21:14:25.143190
® Newspaper depiction of mental illness in Nigeria,"Erubami JA, Bebenimibo P, Ezeah GH, Muobike OI",J. Public Health Africa,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,270,268,2025-09-06T21:14:25.143190
"® Pivots and partnerships: successes, challenges, and lessons learned from conducting research during a global pandemic","O'Brien JE, Trumbell JM, O'Brien AJ, Fischer C",Violence Against Women,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,271,269,2025-09-06T21:14:25.143190
® Self-esteem among heinous and non-heinous male delinquent adolescents- a descriptive comparative study from East India,"Srinivasan P, Rentala S, Kumar P",Ind. Psychiatry J.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,273,271,2025-09-06T21:14:25.143190
"® The down-regulation of STC2 mRNA may serve as a biomarker for death from mechanical asphyxia - Hu Y, Han L, Zhang H, Li W, Wu T, Ma J, Zhang D, Ma K, Xiao B, Yu Y, Xu H, Tian L, Liao X, Chen L. Leg. Med. (Elsevier) 2023; 67: e102382. The effect of patient gender and undressing method on chest exposure for the treatment of a gunshot wound - Schwieters KR, Drahos BA, Craig CM, Kessler W, Mabry M, Norfleet JE, Mazzeo MV, Morris NL. Proc. Hum. Factors Ergon. Soc. Annu. Meet. 2023; 67(1): 614-619. The insanity defense and psychiatry: the advantage of a cognitive approach",Hoefling S,Bellarmine Law Soc. Rev.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,274,272,2025-09-06T21:14:25.143190
"® Towards identifying the characteristics of youth with severe and enduring mental health problems in practice: a qualitative study - Bansema CH, Vermeiren RRJM, Nijland L, de Soet R, Roeleveld J, van Ewijk H, Nooteboom LA. Eur. Child Adolesc. Psychiatry 2023; ePub(ePub): ePub. Trauma and comorbid post-traumatic stress disorder in people with bipolar disorder participating in the Heinz C. Prechter Longitudinal Study - Russell SE, Wrobel AL, Lotfaliany M, Ashton MM, Kaur R, Yocum AK, Duval ER, Diaz-Byrd C, Ehrlich TJ, Marshall DF, Berk M, McInnis MG, Dean O, Turner A. J. Affect. Disord. 2023; ePub(ePub): ePub. University sexual and gender-based violence policies in Sub-Saharan Africa: exploring best practices - Seidu AA, Duma S, Compton S, Akinyemi A, Randa MB, Owusu-Antwi R, David DS, Chamisa J, Kamusoko S, Darteh EKM, Morenkeji F, Mott J, Bauer S, Dickson KS, Munro-Kramer M. J. Forensic Nurs. 2023; ePub(ePub): ePub. Victims of armed conflict in India: psychosocial impact and available support","Sharma V, Sharma V, Arora H, Singh W, Gulati N, Sharma R",Eur. J. Psychotraumatol.,2023,https://www.safetylit.org/week/2024/240107.pdf,240107,275,273,2025-09-06T21:14:25.143190
"® A mixed methods systematic review on the effects of arts interventions for children and young people at-risk of offending, or who have offended on behavioural, psychosocial, cognitive and offending outcomes: a systematic review - Mansfield L, Daykin N, O'Connell NE, Bailey D, Forde L, Smith R, Gifford J, Ashdown-Franks G. Campbell Syst. Rev. 2024; 20(1): e1377. A retrospective case review of young people referred for paediatric critical care transport following self-harm or a suicide attempt, 2015-2022 [letter] - Borkett-Jones C, Thakur N, Roy P, Clayton-Payne A, Erdunast A, Wilkinson S, Mehta H, Jones AJ. Arch. Dis. Child. 2024; ePub(ePub): ePub. A severe degreaser poisoning treated successfully with extracorporeal therapies in an adolescent. When should charcoal hemoperfusion take priority","Havan M, Tunç A",Klin. Padiatr.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,1,1,2025-09-06T21:15:41.659008
"® Analysis on fatal child drowning in-depth survey in 3 provinces of China, 2022 [conference abstract #298] - Deng X, Li Z, Zhao M, Yang X, Peng D, Duan L<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Anger as a correlate of and longitudinal risk factor for suicidal ideation in adolescents","Musacchio Schafer K, Joiner T",Arch. Suicide Res.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,2,2,2025-09-06T21:15:41.659008
® Bullying experiences before and after the transition from lower to upper secondary school: associations with subsequent mental health in a Swedish cohort,"Låftman SB, Grigorian K, Lundin A, Ostberg V, Raninen J",BMC Public Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,3,3,2025-09-06T21:15:41.659008
® Cognitive reactivity as a risk factor for non-suicidal self-injury in young adults,"Vaartstra LD, Taone T, Mezulis A",J. Am. Coll. Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,4,4,2025-09-06T21:15:41.659008
® Digital disconnection: a qualitative study of youth and young adult perspectives on cyberbullying and the adoption of auto-detection or software tools,"Polillo A, Cleverley K, Wiljer D, Mishna F, Voineskos AN",J. Adolesc. Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,5,5,2025-09-06T21:15:41.659008
® Gender identity differences in the experiences of family stressors and violence among transgender and non-binary individuals in China,"Chan RCH, Suen YT, Leung JSY",Fam. Process,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,6,6,2025-09-06T21:15:41.659008
® Just my luck: how children's causal attributions contribute to injury prevention,"Zhuravlev P, Mueller C, St Vil D",Eur. J. Trauma Emerg. Surg.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,7,7,2025-09-06T21:15:41.659008
® Pica in a girl with non-suicidal self-injury: a case report,"Liu B, Jiang L, Yuan M, Zhu H, Zhang W",Front. Psychiatry,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,8,8,2025-09-06T21:15:41.659008
® Revisiting associations among parent and adolescent religiosity and early adolescent suicide risk in the United States,"Mirza S, Wiglesworth A, Fiecas MB, Cullen KR, Klimes-Dougan B",J. Relig. Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,9,9,2025-09-06T21:15:41.659008
"® Targeting suicidal ideation in major depressive disorder with MRI-navigated Stanford accelerated intelligent neuromodulation therapy - Li B, Zhao N, Tang N, Friston KJ, Zhai W, Wu D, Liu J, Chen Y, Min Y, Qiao Y, Liu W, Shu W, Liu M, Zhou P, Guo L, Qi S, Cui LB, Wang H. Transl. Psychiatr. 2024; 14(1): e21. The association between concussions and vaping among a nationally representative sample of U.S. adolescents","Leal WE, Boccio CM",Addict. Res. Theory,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,10,10,2025-09-06T21:15:41.659008
® The relationship between bullying and risk of suicide among adolescents during the COVID-19 pandemic in Indonesia,"Yosep I, Purnama H, Lindayani L, Chen YC, Sudrajat DA, Firdaus MR",J. Korean Acad. Child Adolesc. Psychiatry,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,11,11,2025-09-06T21:15:41.659008
"® Violence against partners, children tied to broader health problems [editorial]",Harris E,J. Am. Med. Assoc. JAMA,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,12,12,2025-09-06T21:15:41.659008
"® Depressive symptoms in later life in China: situating ""long arm"" of child physical maltreatment within a family context","Han C, Bhatta T, Kahana E, Kahana B, Gran B, Zhou N",Int. J. Aging Hum. Dev.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,13,13,2025-09-06T21:15:41.659008
"® Prevalence, incidence of and risk factors for vertebral fracture in the community: the Vietnam Osteoporosis Study - Nguyen HT, Nguyen BT, Thai THN, Tran AV, Nguyen TT, Vo T, Mai LD, Tran TS, Nguyen TV, Ho-Pham LT. Sci. Rep. 2024; 14(1): e32. Prevention of falls syndrome (analitic review)","Maltsev SB, Medvedev DS, Shumko VV, Gorelova AA, Mushkin MA, Polyakova VO",Adv. Gerontol. (,1997,https://www.safetylit.org/week/2024/240114.pdf,240114,14,14,2025-09-06T21:15:41.659008
"® A mixed methods systematic review on the effects of arts interventions for children and young people at-risk of offending, or who have offended on behavioural, psychosocial, cognitive and offending outcomes: a systematic review - Mansfield L, Daykin N, O'Connell NE, Bailey D, Forde L, Smith R, Gifford J, Ashdown-Franks G. Campbell Syst. Rev. 2024; 20(1): e1377. A pilot randomised controlled trial of ride-on cars and postural combinations of standing and sitting for mobility and social function in toddlers with motor delays","Huang HH, Chu YW, Chan AT, Chen CL",Disabil. Rehabil. Assist. Technol.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,15,15,2025-09-06T21:15:41.659008
"® Analysis on fatal child drowning in-depth survey in 3 provinces of China, 2022 [conference abstract #298] - Deng X, Li Z, Zhao M, Yang X, Peng D, Duan L<br> In: WCDP 2023 Shaping a global strategy. Mobilising for local action. Perth, Australia, December 5-7, 2023. (2023). Leuven, Belgium: International Life Saving Federation, Assessing awareness, knowledge, and attitude of Saudi mothers regarding shaken baby syndrome in the eastern province of Saudi Arabia: a cross-sectional prospective study","Alghanim FF, Almubayedh TA, Alseba Z",Cureus,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,16,16,2025-09-06T21:15:41.659008
® Child sexual abuse in the United States: a commentary on current policy approaches to prevention and aspirations for the future,"Helpingstine CE, Murphy CA, Bernier J, Crane K, Klika JB",J. Child Sex. Abus.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,17,17,2025-09-06T21:15:41.659008
® Correction: Longitudinal impact of the COVID-19 pandemic on the development of mental disorders in preadolescents and adolescents,"Matsumoto N, Kadowaki T, Takanaga S, Shigeyasu Y, Okada A, Yorifuji T",BMC Public Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,18,18,2025-09-06T21:15:41.659008
® From childhood bullying victimization to resilience in emerging adulthood,"Lidberg J, Berne S, Frisén A",Scand. J. Psychol.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,19,19,2025-09-06T21:15:41.659008
® Magnitude of self-reported intimate partner violence against pregnant women in Ghana's northern region and its association with low birth weight,"Kpordoxah MR, Adiak AA, Issah AN, Yeboah D, Abdulai N, Boah M",BMC Pregnancy Childbirth,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,20,20,2025-09-06T21:15:41.659008
"® They had clothes on their back and they had food in their stomach, but they didn't have me: the contribution of parental mental health problems, substance use, and domestic violence and abuse on young people and parents","Kedzior SGE, Barrett S, Muir C, Lynch R, Kaner E, Forman JR, Wolfe I, McGovern R",Child Abuse Negl.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,22,22,2025-09-06T21:15:41.659008
® Aberrant function of the salience network related to maltreatment experiences during thought- action fusion,"Lee SW, Kim S, Kim YJ, Jin B, Chang Y, Lee SJ",Brain Imaging Behav.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,23,23,2025-09-06T21:15:41.659008
® Complex posttraumatic stress disorder in intergenerational trauma transmission among Eritrean asylum-seeking mother-child dyads,"Bachem R, Levin Y, Yuval K, Langer NK, Solomon Z, Bernstein A",Eur. J. Psychotraumatol.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,24,24,2025-09-06T21:15:41.659008
"® Harsh parenting among veterans: parents' military-related PTSD, mentalization, and pre- military trauma","Wang X, Liu Q, Merrin GJ, Keller A, Yoon D, Henderson A",Front. Psychol.,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,25,25,2025-09-06T21:15:41.659008
® Physical and psychosocial challenges of people with gender dysphoria: a content analysis study,"Ghiasi Z, Khazaei F, Khosravi M, Rezaee N",BMC Public Health,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,26,26,2025-09-06T21:15:41.659008
® The influence of childhood trauma and chronotype on suicide attempts in Chinese emerging adults with severe depressive symptoms,"Yu Y, Feng Y, Xu S, Wilson A, Chen C, Ling X, Chen R, Wang Y",BMC Psychol.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,27,27,2025-09-06T21:15:41.659008
"® Alcohol and Other Drugs A latent profile analysis of social anxiety, depression, and pregaming motives among heavy- drinking college students","Fitzke RE, Atieh T, Davis JP, Canning L, Tran DD, Buch K, Hummer JF, Pedersen ER",Alcohol (Hanover),2024,https://www.safetylit.org/week/2024/240114.pdf,240114,28,28,2025-09-06T21:15:41.659008
"® Chemical composition of commercial cannabis - Wishart DS, Hiebert-Giesbrecht M, Inchehborouni G, Cao X, Guo AC, LeVatte MA, Torres-Calzada C, Gautam V, Johnson M, Liigand J, Wang F, Zahrei S, Bhumireddy S, Wang Y, Zheng J, Mandal R, Dyck JRB. J. Agric. Food Chem. 2024; ePub(ePub): ePub. Colorado drugged driving prevalence and impaired driving conviction rates: effects of impaired driving definitions and a 5-nanogram limit for delta-9 tetrahydrocannabinol",Wood EC,Traffic Injury Prev.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,29,29,2025-09-06T21:15:41.659008
® Fine-grained intoxicated gait classification using a bilinear CNN,"Li R, Agu E, Sarwar A, Grimone K, Herman D, Abrantes AM, Stein MD",IEEE Sens. J.,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,30,30,2025-09-06T21:15:41.659008
® Predicting completion of ecological momentary assessments among substance-using women experiencing intimate partner violence,"Yang M, Schick MR, Sullivan TP, Weiss NH",Assessment,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,31,31,2025-09-06T21:15:41.659008
® Social acceptability of health behavior posts on social media: an experiment,"Bhogal AN, Berrocal V, Romero D, Willis M, Vydiswaran VV, Veinot TC",Am. J. Prev. Med.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,32,32,2025-09-06T21:15:41.659008
® Where can offenders be found when they are not committing crimes? A cross-sectional survey of British police officers on non-crime locations,"Denley J, Ariel B, Felson M",Heliyon,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,33,33,2025-09-06T21:15:41.659008
® Assessment of wildland firefighter opinions and experiences related to incident medical providers,"Hoffman M, Moody V, Bovbjerg VE, Callis I, Snauer Z",Int. J. Wildland Fire,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,34,34,2025-09-06T21:15:41.659008
"® Designing, evaluating, and benchmarking auditory alarms for the chemical and oil processing industry","Edworthy J, Reed D, Wessel C, Lawrence L, Edworthy J",Proc. Hum. Factors Ergon. Soc. Annu. Meet.,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,35,35,2025-09-06T21:15:41.659008
® Examining the influence of mid-tropospheric conditions and surface wind changes on extremely large fires and fire growth days,Potter BE,Int. J. Wildland Fire,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,36,36,2025-09-06T21:15:41.659008
® Fuzzy multi-criteria decision-making framework for controlling methane explosions in coal mines,Kursunoglu N,Environ. Sci. Pollut. Res. Int.,2024,https://www.safetylit.org/week/2024/240114.pdf,240114,37,37,2025-09-06T21:15:41.659008
® Non-parametric comparative analysis of the spatiotemporal pattern of human-caused and natural wildfires in Galicia,"Marey-Pérez MF, Fuentes-Santos I, Saavera-Nieves P, González-Manteiga W",Int. J. Wildland Fire,2023,https://www.safetylit.org/week/2024/240114.pdf,240114,38,38,2025-09-06T21:15:41.659008
